"Dataset_ID","Site_Name","Latitude","Longitude","Elevation","Continent","Megabiome"
49421,"Yellowstone Lake",44.39252,-110.423,2360,"Western North America",4
49423,"Yellowstone Lake",44.39252,-110.423,2360,"Western North America",4
49426,"Madura cave",-31.9814,127.0811,51,"Indopacific",6
49428,"Lake Mitsinjo",-16.0333,45.85,9,"Africa",5
49430,"Groter Warder",54.17131,10.41846,22,"Europe",3
49432,"Probstenwerder",54.21785,10.29035,20,"Europe",3
49434,"Großer Eutiner See",54.14263,10.63284,27,"Europe",3
49436,"Dosenmoor",54.13333,10.01667,31,"Europe",3
49442,"Rottgraben",47.83333,11.06667,594,"Europe",3
49444,"Zeller See",48.00176,9.64465,577,"Europe",3
49447,"Bal Lake",13.30694,10.94944,300,"Africa",5
49451,"Lower Red Rock Lake",44.63154,-111.865,2015,"Western North America",4
49457,"Großer Plöner See",54.15722,10.42333,21,"Europe",3
49466,"Schulzensee",53.24699,12.84694,60,"Europe",3
49468,"Tiefer See",53.7914,12.28974,20,"Europe",3
49474,"Rugensee",53.72396,11.37597,49,"Europe",3
49477,"Thorsberger Moor",54.64245,9.77247,29,"Europe",3
49489,"Doda Pilii",46.64239,22.85947,1033,"Europe",3
49493,"Kalaloch",47.6342,-124.383,24,"Western North America",3
49495,"Nyamuswaga Valley",-2.9,29.98333,1546,"Africa",5
49497,"Ahakagyezi Swamp",-1.11667,29.9,1830,"Africa",5
49499,"Al Jourd",34.35,36.2,2100,"Europe",6
49501,"Aammiq",33.73222,35.79361,865,"Europe",6
49503,"Chamsine",33.75278,35.94806,868,"Europe",6
49513,"Hybkaňa",48.9133,22.16329,820,"Europe",3
49515,"Ras El Ma",33.47361,-5.13861,1633,"Africa",3
49519,"Lake Sidi Ali",33.06806,-4.99833,2080,"Africa",3
49521,"Estanilles",42.62611,1.29611,2247,"Europe",3
49523,"Lago Lungo",42.47556,12.84722,369,"Europe",3
49526,"Anzali lagoon",37.44889,49.38028,-24,"Asia",3
49528,"Amirkola lagoon",37.35694,50.195,-23,"Asia",3
49530,"Lago Trifoglietti",39.54889,16.02222,1056,"Europe",3
49609,"Saint Florent",42.67222,9.30444,1,"Europe",3
49612,"Dzelve Bog",57.23111,24.50472,31,"Europe",3
49614,"Piantarella lagoon",41.37361,9.21972,0,"Europe",3
49616,"Eini Peatland",56.85306,26.88722,109,"Europe",3
49618,"Piantarella lagoon",41.37361,9.21972,0,"Europe",3
49636,"Eipurs bog",57.24806,24.61667,49,"Europe",3
49642,"Lake Kuzi",57.03078,25.33517,192,"Europe",3
49646,"Shahkileh",36.76139,53.59833,-23,"Asia",7
49654,"Pantene Mire",57.86306,25.21806,55,"Europe",3
49656,"Sarnate",57.10861,21.44083,7,"Europe",3
49658,"Svetinu lake",56.76028,27.14944,95,"Europe",3
49660,"Viki Mire",56.51722,22.91472,119,"Europe",3
49687,"Zilai bog",57.92139,24.54556,38,"Europe",3
49906,"Jezioro Woniesc",51.99694,16.70528,68,"Europe",3
49911,"Parížske močiare",47.86858,18.46814,123,"Europe",3
49913,"Shum Laka",5.85,10.05,1355,"Africa",5
49923,"Mukibongo Valley",-3.15833,30.58333,1540,"Africa",1
49925,"Lake Otjikoto",-19.195,17.54968,1250,"Africa",5
49951,"Donja Sipulja",44.50397,19.50429,250,"Europe",3
49953,"Dastín",48.64559,17.97578,376,"Europe",3
49973,"Laboot Swamp",0.95,34.56667,2880,"Africa",5
49975,"Coropuna peat bog",-15.6163,-72.6994,4400,"South America",6
49978,"Pearly Beach",-34.648,19.505,5,"Africa",5
50063,"Kajemarum Oasis",13.30833,11.03694,300,"Africa",6
50066,"Big Reedy Lagoon",-40.3577,148.2381,26,"Indopacific",3
50117,"truwana East Coast Lagoon",-40.3421,148.3645,1,"Indopacific",3
50120,"Green Lagoon",-40.443,148.1438,10,"Indopacific",3
50122,"Middle Patriarch Lagoon",-39.9963,148.1833,15,"Indopacific",3
50125,"Yakka Lagoon",-40.3589,148.2447,30,"Indopacific",3
50147,"Lake Kimili",1.1,34.56694,4150,"Africa",5
50192,"Rietvlei",-25.8333,28.33333,1480,"Africa",5
50216,"Ahakagyezi Swamp",-1.11667,29.9,1830,"Africa",1
50225,"M77/2_056-3",-3.74983,-81.1208,-350,"South America",1
50245,"Hayla Cave",10.76,47.3,1800,"Africa",5
50247,"Tate Vondo",-22.8958,30.32667,1100,"Africa",1
50422,"Lake Tanganyika [LTBP cores]",-6.41735,29.55472,773,"Africa",1
50424,"Lake Tanganyika [LTBP cores]",-6.41735,29.55472,773,"Africa",1
50426,"Lake Tanganyika [LTBP cores]",-6.41735,29.55472,773,"Africa",1
50429,"GeoB2107-3",-27.18,-46.45,-1048,"South America",1
51727,"Foster Lake",44.8731,-110.168,2018,"Western North America",4
51729,"Buck Lake",44.9039,-110.126,2118,"Western North America",4
51739,"Slough Creek Pond",44.93333,-110.35,1884,"Western North America",4
51741,"Buffalo Ford Pond",44.93434,-110.385,1917,"Western North America",4
51743,"Middle Rainbow Lake",45.02208,-110.741,1792,"Western North America",4
51745,"Big Trumpeter Lake",44.91538,-110.369,1873,"Western North America",4
51747,"Big Slide Lake",45.00368,-110.699,1728,"Western North America",4
51749,"Floating Island Lake",44.94164,-110.451,1996,"Western North America",4
51926,"Colle Gnifetti",45.92936,7.87514,4450,"Europe",8
51928,"Tortoise Lagoon",-27.5164,153.4731,39,"Indopacific",2
51930,"Fern Pool",-15.9374,126.2799,450,"Indopacific",5
51932,"Black Springs",-15.6307,126.3835,370,"Indopacific",5
51972,"Oyo",19.26,26.18,510,"Africa",7
51974,"Gap Springs",-16.4022,126.1344,560,"Indopacific",5
51977,"al-Hawa",15.86667,46.88333,710,"Africa",7
51981,"Mangrove of Suwayh 1",22.08806,59.66694,16,"Africa",7
52024,"Goose Lake",44.54135,-110.842,2196,"Western North America",4
52028,"Crystal Lagoon",-40.4771,148.3508,8,"Indopacific",3
52030,"Welsby Lagoon",-27.4381,153.449,29,"Indopacific",2
52034,"Tower Hill",-38.3202,142.3562,20,"Indopacific",2
52053,"Hidden Swamp",-38.0174,147.6303,10,"Indopacific",3
52055,"Huffman Lake",45.13062,-84.7813,347,"Eastern North America",3
52057,"Lake Condah",-38.0643,141.8292,127,"Indopacific",3
52060,"Deelpan Meriba 1",-29.1833,25.75,1300,"Africa",6
52062,"Akko",32.9,35.08333,3,"Europe",3
52068,"Tel Dan",33.25,35.65361,209,"Europe",6
52070,"Tell Leilan",36.86417,41.2375,374,"Europe",6
52072,"Mirna River",45.33639,13.65833,1,"Europe",3
52074,"Creixell",41.15556,1.43389,1,"Europe",3
52076,"Bereket",37.54222,30.295,1410,"Europe",2
52078,"Tell Tweini",35.37083,35.93722,19,"Europe",6
52080,"Tell Tweini",35.37083,35.93722,19,"Europe",6
52082,"Laihalampi",61.48833,26.08083,137,"Europe",4
52084,"Pla de l'Estany",42.18833,2.52972,520,"Europe",3
52086,"Lake Banyoles",42.12908,2.75184,174,"Europe",3
52088,"Toskaljarvi",69.2,21.46667,704,"Europe",8
52090,"Armeña",42.51444,0.33611,2238,"Europe",3
52092,"Marboré Lake",42.69556,0.04,2612,"Europe",3
52093,"Lehmilampi",63.61667,29.1,98,"Europe",4
52095,"Alderhill Bottom",50.92333,-1.71556,83,"Europe",3
52097,"Beckford",52.02917,-2.01806,42,"Europe",3
52099,"Wellington Quarry",52.11667,-2.73333,55,"Europe",3
52101,"Cookley",52.41583,-2.24083,44,"Europe",3
52103,"Bigland Tarn",54.23778,-2.99028,155,"Europe",3
52105,"Channel Area 240",52.56861,1.8925,-30,"Europe",3
52107,"Basa de la Mora",42.54556,0.32528,1914,"Europe",3
52109,"El Portalet",42.79873,-0.39943,1802,"Europe",3
52111,"Barrow Moor",50.865,-1.64639,58,"Europe",3
52113,"Church Moor",50.86111,-1.65083,58,"Europe",3
52115,"Gritnam Bog",50.85917,-1.59806,36,"Europe",3
52117,"Hive Garn Bottom",50.93417,-1.72083,83,"Europe",3
52119,"Stephill Bottom",50.84639,-1.49722,13,"Europe",3
52121,"The Noads Bog",50.85389,-1.43583,20,"Europe",3
52123,"Rakes Brakes Bottom",50.9125,-1.68556,72,"Europe",3
52125,"Boundless Copse Hindhead",51.12083,-0.71583,175,"Europe",3
52127,"Lago Verdarolo",44.35922,10.12311,1390,"Europe",3
52131,"Lodge Road Bog B Epping Forest",51.67944,-0.06972,41,"Europe",3
52133,"Horton Quarry",51.46389,-0.54167,18,"Europe",3
52136,"GeoB16205-4",-1.35183,-43.0967,-1950,"South America",1
52140,"Clifford Lake",45.02855,-84.6364,377,"Eastern North America",3
52142,"O'Brien Lake",44.64104,-83.883,264,"Eastern North America",3
52144,"Horseshoe Lake",44.59948,-83.7693,284,"Eastern North America",3
52150,"Lago Albano",41.75,12.66667,293,"Europe",3
52153,"Birkat Ram",33.25,35.66667,940,"Europe",3
52155,"Kinneret",32.82028,35.58861,-211,"Europe",3
52156,"Lago di Nemi",41.71667,12.7,320,"Europe",3
52158,"Skomer",51.74,-5.3,60,"Europe",3
52160,"Valle di Castiglione",41.89167,12.75972,44,"Europe",3
52162,"Lingua d'Oca",41.83056,12.275,2,"Europe",3
52165,"Elands Bay Cave",-32.3139,18.36278,44,"Africa",6
52168,"Wonderkrater",-24.43,28.74333,1100,"Africa",5
52170,"Edercloon",53.81556,-7.89611,47,"Europe",3
52187,"Gulickshof",51.06028,5.89722,30,"Europe",3
52194,"Rålstranda",70.00278,15.43333,15,"Europe",8
52205,"Slieveanorra bog",55.08444,-6.1925,306,"Europe",3
52209,"Panther Potholes",48.6587,-121.04,1100,"Western North America",4
52214,"Lake Badsjön",68.34472,18.79667,400,"Europe",8
52216,"Alter Rachelsee",48.9723,13.4001,1040,"Europe",3
52218,"Rachelsee",48.9743,13.4014,1057,"Europe",3
52219,"Rachelsee",48.9743,13.4014,1057,"Europe",3
52223,"Biogradsko Forest Hollow #1",42.90155,19.60225,1155,"Europe",3
52229,"Engbertsdijksveen",52.4741,6.66741,14,"Europe",3
52236,"Asi Gonia",35.24881,24.27795,780,"Europe",3
52238,"Plateau de Prémery",47.19861,3.30306,338,"Europe",3
52240,"Lago di Massaciuccoli",43.83784,10.3308,0,"Europe",3
52242,"Club Lake",-36.4136,148.2904,1955,"Indopacific",2
52246,"Lago di Stracciaccapa",42.13,12.32194,220,"Europe",3
52248,"Gölhisar Gölü",37.13333,29.6,951,"Europe",2
52250,"Nar Gölü",38.34,34.45639,1363,"Europe",3
52257,"Tecer Gölü",39.43139,37.08361,1393,"Europe",6
52260,"Prokosko Jezero",43.95722,17.75472,1670,"Europe",3
52262,"Wonderwerk Cave",-27.8458,23.55528,1665,"Africa",6
52266,"Skokholm island",51.69442,-5.27955,40,"Europe",3
52268,"Gölhisar Gölü",37.13333,29.6,951,"Europe",2
52270,"Beysehir Gölü",37.54167,31.5,1120,"Europe",3
52274,"Horton Quarry",51.46389,-0.54167,18,"Europe",3
52276,"Horton Quarry",51.46389,-0.54167,18,"Europe",3
52283,"Issyk-Kul Lake",42.39806,77.28389,1607,"Asia",7
52285,"Beliche-Guadiana",37.26667,-7.45,3,"Europe",5
52287,"Lake Qarun",29.47083,30.63722,-47,"Africa",7
52289,"Saqqara",29.85278,31.2375,21,"Africa",7
52291,"Gharasoo",36.82778,54.04389,-27,"Asia",3
52307,"Dudinghausener See",53.90687,12.21268,23,"Europe",3
52411,"Piantarella lagoon",41.37361,9.21972,0,"Europe",3
52424,"Stangenfilz",48.94017,13.486,1140,"Europe",3
52425,"Rachelsee",48.9743,13.4014,1057,"Europe",3
52429,"Belauer See",54.09854,10.25111,30,"Europe",3
52431,"Stangenfilz",48.94017,13.486,1140,"Europe",3
52439,"Buchensee",47.76601,8.98391,429,"Europe",3
52443,"Langlois Lake",47.63664,-121.889,37,"Western North America",3
52454,"Laguna Chaplin",-14.4667,-61.0667,190,"South America",1
52462,"Camerons Lagoon",-41.959,146.6761,1045,"Indopacific",3
52469,"Pretoria Saltpan",-25.4089,28.0829,1150,"Africa",5
52479,"Astaneh wetland",37.29111,49.93694,-12,"Asia",3
52481,"Klaus Lagoon",37.38917,50.16639,-25,"Asia",3
52483,"Selima",21.37,29.31,258,"Africa",7
52487,"Telefomin (Upper Sepik)",-5.1833,141.6333,1280,"Indopacific",1
52497,"La Baña C",42.254,-6.7532,1410,"Europe",3
52499,"La Baña D",42.2444,-6.755,1737,"Europe",3
52516,"Laguna Miscanti",-23.725,-67.7756,4140,"South America",7
52518,"Spring Cave shelter",-32.3214,18.33,90,"Africa",6
52520,"Tamsaa Swamp",7.13333,39.76667,3000,"Africa",1
52526,"Lake Tanganyika [north basin]",-4.19,29.31026,773,"Africa",5
52528,"Windhoek",-22.6333,17.08333,1700,"Africa",6
52564,"Sirunki Wabag",-5.44388,143.5328,2550,"Indopacific",1
52568,"Micalong Swamp",-35.318,148.524,980,"Indopacific",2
52570,"Lake Tyrrell",-35.2466,142.8302,83,"Indopacific",6
52574,"Cave Bay Cave",-40.5297,144.7747,14,"Indopacific",2
52586,"Native Companion Lagoon",-27.68,153.41,20,"Indopacific",2
52588,"Achterberg",51.99554,5.59404,5,"Europe",3
52590,"Wyndham",-15.5704,128.1397,11,"Indopacific",5
52594,"Yanamuga",-6.41215,146.2705,180,"Indopacific",1
52605,"Kaigama",13.25278,11.56889,330,"Africa",6
52607,"Kuluwu Oasis",13.21722,11.55083,330,"Africa",5
52608,"Rimarde",48.10056,2.31,100,"Europe",3
52612,"Les Amburnex",46.53972,6.23167,1370,"Europe",3
52618,"Le Moé",46.54639,6.22917,1310,"Europe",3
52620,"Tourbière les Veaux",47.24278,7.09444,1020,"Europe",3
52622,"Sèche de Gimel",46.5475,6.23444,1300,"Europe",3
52625,"Wengerkopf",47.17333,13.87333,1780,"Europe",4
52627,"Rosaninsee",46.95031,13.7811,2070,"Europe",4
52629,"Lej da la Tscheppa",46.45194,9.75,2616,"Europe",8
52631,"Egelsee-Moor",47.75,13.13833,700,"Europe",3
52633,"Egelsee-Moor",47.75,13.13833,700,"Europe",3
52643,"Faulenseemoos",46.67483,7.69017,590,"Europe",3
52645,"Lobsigensee",47.03194,7.29917,514,"Europe",3
52647,"Lobsigensee",47.03194,7.29917,514,"Europe",3
52648,"Lobsigensee",47.03194,7.29917,514,"Europe",3
52650,"Lobsigensee",47.03194,7.29917,514,"Europe",3
52652,"Lobsigensee",47.03194,7.29917,514,"Europe",3
52657,"Laguna El Sosneado",-34.8435,-69.9179,2100,"South America",6
52659,"Laguna El Sosneado",-34.8435,-69.9179,2100,"South America",3
52661,"Pierre Folle",47.01889,-1.89306,2,"Europe",3
52663,"Saint-Ursin",48.51944,-0.25333,234,"Europe",3
52665,"Bosc dels Estanyons",42.48028,1.62889,2180,"Europe",3
52671,"Etang d'Ouveillan",43.27727,2.971296,6,"Europe",3
52673,"Planell de Perafita",42.47917,1.56694,2240,"Europe",3
52677,"Serra Mitjana fen",42.4675,1.58278,2406,"Europe",6
52679,"Taymyr pensula",72.24444,102.2356,54,"Asia",8
52681,"Vtoraya Beregovaya",57.66667,59.95,220,"Asia",3
52683,"Bödmerenwald",46.976,8.84233,1490,"Europe",4
52685,"Varga",57.35,60.13333,250,"Asia",4
52687,"Gorbunovskiy",57.81667,59.93333,214,"Asia",3
52689,"Fort Portal",0.66639,30.27583,1500,"Africa",1
52691,"Les Amburnex",46.53972,6.23167,1370,"Europe",3
52694,"Gerzensee",46.83056,7.54694,603,"Europe",3
52695,"Gerzensee",46.83056,7.54694,603,"Europe",3
52707,"Gerzensee",46.83056,7.54694,603,"Europe",3
52717,"Mamontovy Klyk",73.60722,117.125,25,"Asia",8
52721,"Koitoboss Bog",1.13333,34.6,3940,"Africa",5
52733,"Base Section",-31.15,25.01667,1700,"Africa",6
52737,"Ngamakala Pound",-4.075,15.38333,400,"Africa",5
52739,"Lake Ikimba",-1.47241,31.56373,1150,"Africa",5
52744,"Lake Albert (ou Lake Mobutu Sese Seko)",1.83333,31.16667,619,"Africa",5
52746,"Lompoul",15.35,-16.7167,3,"Africa",6
52748,"Lake Turkana",4,36.08333,375,"Africa",6
52752,"Eastern Niger Delta",4.55,6.43333,0,"Africa",1
52757,"Lake Ossa 2",3.796663,10.02478,8,"Africa",1
52763,"Voordrag",-27.7417,31.325,940,"Africa",5
52767,"Lake Selina",-41.879,145.6093,516,"Indopacific",2
52786,"Sacred Lake",0.04793,37.52887,2345,"Africa",1
52788,"Ammer River Valley",48.52889,8.96333,349,"Europe",3
52790,"Tüttensee",47.84792,12.56917,523,"Europe",3
52792,"Río Hondo",18.48889,-88.3194,1,"Eastern North America",1
52794,"Lake Tzib",19.29693,-88.0701,0,"Eastern North America",1
52796,"Laguna Cerritos",15.14967,-92.751,25,"Eastern North America",1
52797,"Gerzensee",46.83056,7.54694,603,"Europe",3
52799,"La Grande Tsa",46.52056,7.3645,2336,"Europe",3
52801,"La Grande Tsa",46.52056,7.3645,2336,"Europe",3
52803,"Maloja Riegel",46.4057,9.68,1865,"Europe",6
52805,"Mauntschas",46.4575,9.8561,1818,"Europe",4
52821,"Silvituc",18.62601,-90.2857,59,"Eastern North America",1
52824,"Caño Tigre",9.50228,-62.682,-13,"South America",1
52826,"Lagoa do Macuco",-19.0431,-39.9449,1,"South America",1
52829,"Crescent Island Crater Lake",0.60711,36.0906,1885,"Africa",5
52835,"Vereda São José",-17.0793,-45.1114,680,"South America",5
52837,"Lago Puerto Arturo",17.53333,-90.1833,180,"Eastern North America",1
52849,"Lake Svityaz",51.50483,23.838,157,"Europe",3
52852,"Wadi Sana",15.784,49.471,685,"Africa",6
52857,"Labaz lake",72.29167,99.60778,42,"Asia",8
52865,"Labaz lake",72.29167,99.60778,42,"Asia",8
52869,"Labaz lake",72.29167,99.60778,42,"Asia",8
52873,"Lake Yoa",19.05707,20.49929,380,"Africa",7
52880,"Mamontovy Khayata",71.783,129.4242,2,"Asia",8
52892,"Böhringer See",47.76306,8.93833,406,"Europe",3
52894,"Gnadensee",47.70972,9.06139,394,"Europe",3
52897,"Hidden Lake",60.4803,-150.275,86,"Western North America",4
52901,"Lake Kournas",35.32972,24.27583,16,"Europe",3
52907,"Chafariz do Rei",40.335,-7.61889,1770,"Europe",3
52910,"Charca dos Cões",40.33683,-7.60667,1795,"Europe",3
52912,"Lake Kimili",1.096826,34.5743,4150,"Africa",5
52913,"Fraga do Vale Mourisco",40.33583,-7.5745,1535,"Europe",3
52915,"Lagoa Clareza 1",40.33467,-7.603,1845,"Europe",3
52917,"Lagoa Comprida 1",40.358,-7.63833,1600,"Europe",3
52919,"Lagoa das Salgadeiras",40.335,-7.60583,1835,"Europe",3
52921,"Lagoacho das Favas",40.35717,-7.635,1645,"Europe",3
52922,"Canariza",40.37,-7.63,1690,"Europe",3
52926,"Ngamakala Pound",-4.075,15.38333,400,"Africa",5
52933,"Lake Abijata",7.6,38.55,1578,"Africa",5
52939,"Issyk-Kul Lake",42.39806,77.28389,1607,"Asia",6
52942,"Lake Sinnda",-3.83556,12.80417,128,"Africa",1
52944,"San Bernardino Cienega",31.3,-109.3,1160,"Western North America",6
52946,"San Bernardino Cienega",31.3,-109.3,1160,"Western North America",6
52948,"Babocamari Cienega",31.63168,-110.453,1391,"Western North America",6
52950,"Cloverdale Cienega",31.43568,-105.975,1640,"Western North America",6
52952,"Lake Neor",37.99167,48.56333,2480,"Asia",6
52954,"Kiguhu",-1.48333,29.71667,1800,"Africa",5
52956,"Musisi-Karashoma",-2.27111,28.66028,2200,"Africa",1
52958,"Rugezi",-1.4,29.83333,2050,"Africa",5
52960,"Mukukwe",-2.5,28.55,1470,"Africa",1
52962,"Canelo Hills Cienega",31.56388,-110.529,1506,"Western North America",6
52963,"Breidden Hill",52.71833,-3.04333,286,"Europe",3
52965,"Lin Can Moss",52.78389,-2.92778,84,"Europe",3
52975,"Timan Ridge",67.26667,48.71667,170,"Asia",4
52977,"Timan Ridge",67.26667,48.71667,170,"Asia",4
52979,"Timan Ridge",67.26667,48.71667,170,"Asia",4
52987,"Jikariya",13.31367,11.077,332,"Africa",6
52989,"Filim",20.61,58.17,0,"Africa",7
52991,"Kitina Lake",-4.27,12,120,"Africa",1
52993,"Lake Eteza",-28.4867,32.15885,14,"Africa",5
53002,"Lake Topptjønna",62.38333,9.66667,1316,"Europe",4
53008,"Zijderveld",51.94305,5.126134,0,"Europe",3
53037,"Mamontovy Khayata",71.783,129.4242,2,"Asia",8
53053,"La Taphanel",45.27444,2.67917,975,"Europe",3
53055,"La Taphanel",45.27444,2.67917,975,"Europe",3
53063,"Lake Yamozero",65.01667,50.23333,213,"Asia",4
53081,"Lake Heimtjønna",62.32361,9.73833,1200,"Europe",4
53086,"Kalkwijk",53.12578,6.77805,2,"Europe",3
53098,"Lake Store Finnsjøen",62.4,9.68333,1260,"Europe",4
53101,"Utsira",59.31667,4.866667,35,"Europe",3
53117,"Cotters Lake",-38.9402,146.2573,4,"Indopacific",2
53119,"Lervahå bog",62.795,11.88667,770,"Europe",4
53121,"Liastemmen bog",59.16667,5.23333,72,"Europe",3
53123,"Darby Beach",-38.945,146.2502,1,"Indopacific",2
53125,"Lizard Island",-14.6679,145.4528,3,"Indopacific",1
53127,"Eigebakken bog",58.78333,5.7,27,"Europe",3
53131,"Reinskaret bog",62.80639,11.94056,920,"Europe",4
53133,"Hudson Bay Lowlands",52.6923,-83.9442,90,"Eastern North America",4
53135,"Hemma",60.03083,10.69917,345,"Europe",4
53140,"Black Swamp",-32.05,151.4667,1500,"Indopacific",2
53142,"Tiam Point",-10.2154,142.3069,3,"Indopacific",1
53144,"Waruid 1",-10.0667,142.15,1,"Indopacific",1
53147,"Białowieża Forest",52.73874,23.89801,165,"Europe",3
53152,"Wonderkrater",-24.43,28.74333,1100,"Africa",5
53188,"Lake Lerna",37.57754,22.7278,0,"Europe",3
53255,"Tidal River",-39.0228,146.33,2,"Indopacific",2
53257,"Lake Frome",-30.78,139.9,-2,"Indopacific",7
53259,"Lake Carpentaria",-12.5217,140.3539,-60,"Indopacific",1
53268,"Noordzee T114",54.1,4.2,-46,"Europe",3
53270,"Lake Victoria I",-0.58,33.27,1170,"Africa",5
53275,"Arbarrain mire",42.89667,-2.24028,1004,"Europe",3
53277,"Sotombo bog",43.24111,-3.65306,1290,"Europe",3
53279,"Zalama bog",43.135,-3.40972,1330,"Europe",3
53280,"Moor am Durchenberg",47.77639,8.97556,460,"Europe",3
53284,"Posterholt",51.10629,6.0363,30,"Europe",3
53286,"Sittard",50.99552,5.86678,57,"Europe",3
53288,"Swalmen",51.23017,6.02908,22,"Europe",3
53290,"Syperhof",51.21534,6.01577,23,"Europe",3
53292,"Pilkington Bay",0.3,33.33333,1139,"Africa",5
53296,"Maastricht Vogelzang",50.82601,5.71516,48,"Europe",3
53298,"Polsbroek",51.98752,4.85584,-2,"Europe",3
53302,"Horssen-Laagveld",51.86079,5.61945,5,"Europe",3
53323,"Blydefontein Stream Mouth 97",-30.15,25.08333,1700,"Africa",6
53329,"MBORO",15.14913,-16.9093,0,"Africa",6
53333,"Maastricht Randwijck",50.82744,5.7173,49,"Europe",3
53346,"Oss 45E/346",51.79382,5.55738,5,"Europe",3
53355,"Namonte",-22.1251,43.40634,30,"Africa",5
53360,"Noordzee T121",54.1,4.21,0,"Europe",3
53460,"Anderson Fen",49.735,-125.193,554,"Western North America",4
53601,"Palm Terrace",31.53722,35.5625,-310,"Europe",6
53689,"Vinkeveen 1e boring",52.24421,4.89465,-6,"Europe",3
53741,"Rue des Boïteux-Rue d'Argent",50.85,4.35,17,"Europe",3
53743,"Arkida mire",43.24389,47.02583,-10,"Asia",6
53745,"Lake Emakat",-2.91667,35.83333,2300,"Africa",5
53747,"Zelmen mire",47.77944,44.47,37,"Asia",6
53756,"Avery Lake",37.08,-88.4894,102,"Eastern North America",3
53758,"Morro Bay",35.3394,-120.827,19,"Western North America",5
53764,"Esambu",-2.71191,37.55435,1196,"Africa",5
53768,"Bjärabygget",56.35,13.46667,123,"Europe",3
53770,"Grisavad",56.28333,13.33333,95,"Europe",3
53964,"Västragylet",56.35129,14.87855,100,"Europe",3
53966,"Ljustjärnen",59.76,14.48222,191,"Europe",3
53968,"Storsnasen",63.23333,12.41667,680,"Europe",4
53969,"Lake Stentjärn",63.1,12.24167,987,"Europe",4
53972,"Lake Svartkälstjärn",64.26424,19.54899,257,"Europe",4
53976,"Rogberga",57.73611,14.28861,228,"Europe",3
53978,"Lake Vuolep Njakajaure",68.34118,18.7778,409,"Europe",4
53980,"Lake Tibenatus",68.33583,18.69306,580,"Europe",8
53984,"Övre myren från Skallskog",57.48333,14.78333,370,"Europe",4
53986,"Trygåsen (II)",61.76667,13.33333,565,"Europe",4
53988,"Stor-flen",60.3,14.58333,270,"Europe",4
53989,"Kroktjärnen",66.23481,20.84245,58,"Europe",4
53991,"Gilltjärnen",60.08481,15.79127,172,"Europe",3
53993,"Flahult",56.96667,13.83333,188,"Europe",3
53995,"Bussjösjön",55.46309,13.81355,24,"Europe",3
53997,"Fårarps Mosse",55.48833,13.90889,25,"Europe",3
53999,"Bjäresjösjön",55.45917,13.75194,50,"Europe",3
54001,"Bökesjön",55.57556,13.4375,60,"Europe",3
54003,"Stavsåkra",57.02417,14.81306,187,"Europe",3
54004,"Storasjö",56.93333,15.26667,255,"Europe",3
54016,"Stobydeltat",56.16667,13.83333,35,"Europe",3
54018,"Östra Ringarp",56.26417,13.31861,107,"Europe",3
54020,"Lake Avegöl",57.68889,14.49444,300,"Europe",4
54022,"Värsjö Utmark",56.31667,13.43333,122,"Europe",3
54024,"Flinkasjön",56.25444,13.24333,83,"Europe",3
54026,"Siggaboda",56.46667,14.56667,148,"Europe",3
54028,"Mattarp",57.48333,14.61667,328,"Europe",4
54047,"Kleefse beek",51.668,5.9874,16,"Europe",3
54050,"Sustra",45.78389,21.58583,98,"Europe",3
54266,"Bemba Yanga",16.52513,2.18726,396,"Africa",6
54269,"Lago del Pesce",40.00889,16.22444,1194,"Europe",3
54279,"Khatu",-27.66,23.01,1220,"Africa",6
54284,"Lake Chad",13.70383,13.71589,280,"Africa",7
54286,"Kisima Ngeda",-3.48569,35.34819,1030,"Africa",5
54295,"Velperbroek circuit",51.98137,5.97834,11,"Europe",3
54302,"Pierre-sur-Haute",45.652,3.808,1560,"Europe",3
54305,"Colleigne",45.643,3.822,1425,"Europe",3
54306,"Le Petit Char",45.652,3.808,1560,"Europe",3
54308,"Gourds des Aillères",45.6505,3.84,1340,"Europe",3
54310,"Gourds des Aillères",45.651,3.84,1335,"Europe",3
54314,"Marura",0.36642,36.7221,1800,"Africa",5
54316,"Oskino-09",56.60887,66.25967,55,"Asia",4
54467,"Lake Modewarre",-38.24,144.11,111,"Indopacific",2
54475,"Aluaipugua",-5.96962,143.1541,2750,"Indopacific",1
54495,"Fleck's Loch Bog",6.15,-2.1,170,"Africa",1
70001,"Floating Island Lake",44.55,-107.467,2609,"Western North America",4
70002,"Lake Ann",46.87211,-87.9278,258,"Eastern North America",3
70003,"Akotivika",37.03639,22.07639,2,"Europe",3
70004,"Toconce",-22.2455,-68.1425,3400,"South America",7
100001,"Chaohu Lake CH1",31.562,117.394,10,"Asia",3
100002,"Longgan Lake",29.967,116.117,31,"Asia",2
100003,"Dongganchi",39.533,115.783,49,"Asia",3
100004,"Fenzhuang",39.567,115.9,49,"Asia",3
100005,"Mawei ZK32",26.05,119.633,7,"Asia",2
100006,"Dadiwan",35,105.915,1400,"Asia",6
100007,"Dadiwan",35.013,105.915,1471,"Asia",6
100008,"Dingxi",35.548,104.609,1750,"Asia",6
100011,"Lanzhou",36.067,103.85,2000,"Asia",6
100012,"Maying",35.338,104.99,1800,"Asia",6
100013,"Sanjiaocheng",39.006,103.338,1320,"Asia",7
